Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
Markus Howard,BASK,19,21.5,17.4,5.5,12.8,0.43,3.1,8.1,0.386,3.2,3.6,0.884,0.2,1.1,1.3,1.3,0.7,0,1.6,2.3,Spanish ACB,PG
Jordan Howard,OBR,18,25.6,15.6,4.8,11.7,0.408,2,6.1,0.33,4,4.8,0.828,0.1,1.1,1.2,2.1,0.8,0,1.2,1.3,Spanish ACB,PG
Jean Montero,AND,15,25.3,15.5,5.1,11.5,0.445,1.1,4.2,0.27,4.1,4.5,0.897,0.7,3.1,3.8,4.6,2.3,0.1,1.5,1.6,Spanish ACB,PG
Marcelinho Huertas,TEN,21,25.8,14.1,5.5,11,0.5,1.1,2.8,0.397,2,2.2,0.872,0.6,2,2.5,6.6,0.7,0,2.6,1.8,Spanish ACB,PG
Jerrick Harding,AND,14,21.5,14.1,5.1,11.5,0.441,1.5,5,0.3,2.4,2.9,0.829,0.4,1.9,2.2,1.3,0.6,0.1,1,1.8,Spanish ACB,PG
Andrew Andrews,JOV,17,26,13.8,3.6,9.7,0.37,1.2,3.8,0.323,5.4,6,0.892,0.5,1.6,2.1,2.8,1.1,0,2.5,3.3,Spanish ACB,PG
Mark Smith,ZAR,15,27,13.5,4,10.7,0.375,1.4,4.6,0.304,4.1,4.6,0.899,0.8,3.3,4.1,2.5,1.2,0.1,2.5,3.1,Spanish ACB,PG
Facundo Campazzo,RMB,19,21.6,12.5,3.7,7.4,0.507,1.7,4.1,0.423,3.3,3.6,0.926,0.3,1.3,1.6,5.8,1.5,0.1,2.5,1.8,Spanish ACB,PG
Lluis Costa,GRA,19,26.9,11.8,3.6,8.9,0.406,1.9,5.1,0.375,2.6,3.1,0.862,0.5,2.1,2.6,4.6,1.2,0.1,2.3,1.3,Spanish ACB,PG
Chris Jones,VAL,21,23.7,11.5,4.3,8.4,0.508,0.9,2.5,0.34,2,2.6,0.796,0.3,1.6,2,3.4,1.4,0,2,1.6,Spanish ACB,PG
Nicolas Laprovittola,FCB,16,21.3,10.9,2.9,7.9,0.373,1.8,4.8,0.364,3.3,4,0.828,0.5,1.2,1.7,3.6,0.7,0,2.9,1.9,Spanish ACB,PG
Kendrick Perry,UNI,20,19.1,10.8,3.2,7.4,0.435,1.1,3.5,0.3,3.4,3.9,0.859,0.3,1.5,1.8,3.5,1.2,0.2,1.5,2.9,Spanish ACB,PG
Jaime Fernandez,TEN,18,19.8,10.7,3.4,8.1,0.425,0.8,2.7,0.306,2.9,3.4,0.855,0.4,1.5,1.9,2.5,0.8,0,1.2,1.6,Spanish ACB,PG
Keye Van Der Vuurst De Vries,PAL,21,22.4,10.5,3.5,8.3,0.425,1.9,5.1,0.361,1.6,1.9,0.825,0.2,1.8,2,5.2,0.5,0,2.9,2.9,Spanish ACB,PG
Ludde Hakanson,MUR,18,21.1,10.2,3.6,7.6,0.467,1.6,4.2,0.368,1.5,1.7,0.871,0.2,1.3,1.5,2.9,1.1,0.2,1.4,1.4,Spanish ACB,PG
Brandon Taylor,MAN,21,18.5,9.8,3.2,8.6,0.376,1.6,5.3,0.306,1.7,2.1,0.818,0.4,1.8,2.2,3.1,0.7,0,2.1,1.8,Spanish ACB,PG
Tyson Carter,UNI,20,19.1,9.6,3.6,7.6,0.474,1.1,3.3,0.333,1.3,2,0.65,0.3,1.8,2,2.7,0.9,0.2,1.4,1.7,Spanish ACB,PG
Jared Harper,VAL,10,16.8,9.5,2.6,7.1,0.366,1.6,4.4,0.364,2.7,3.3,0.818,0.2,0.7,0.9,1.8,0.9,0.1,1.6,2.3,Spanish ACB,PG
Juani Marcos,SJG,10,20.8,9.1,3,6.7,0.448,1.3,3.4,0.382,1.8,2.3,0.783,0.3,2.7,3,3.6,1.1,0.2,1.5,1.5,Spanish ACB,PG
Markel Starks,AND,15,19.6,9,3.4,7.4,0.459,1.5,3.7,0.4,0.7,0.9,0.846,0.1,0.8,0.9,2.7,0.6,0.1,1.4,2.2,Spanish ACB,PG
Melwin Pantzar,BBB,21,20.2,9,3,5.8,0.521,0.6,1.8,0.342,2.3,3.2,0.721,0.4,2.4,2.8,2.2,1,0.1,1.1,2,Spanish ACB,PG
Dani Perez,MAN,15,20.9,8.6,2.7,7.7,0.353,1.7,4.9,0.342,1.5,1.9,0.786,0.4,1.4,1.8,6.4,1,0,2.3,1.9,Spanish ACB,PG
Sergi Garcia,BRE,14,21.5,8.6,2.9,8.1,0.354,1,4.2,0.237,1.9,2.2,0.839,0.6,2.3,2.9,3.4,1.3,0.2,1.8,1.1,Spanish ACB,PG
Rokas Jokubaitis,FCB,18,18.9,7.8,2.9,5,0.578,0.6,1.1,0.526,1.4,2,0.722,0.7,1.3,1.9,3.2,0.4,0.1,1.5,0.7,Spanish ACB,PG
Tobias Borg,AND,19,21.3,7.5,2.6,5.1,0.515,1.8,3.3,0.556,0.4,0.6,0.636,0.7,0.9,1.6,2.2,1.2,0.2,0.7,2.7,Spanish ACB,PG
Corey Davis,SJG,14,23.7,7.4,2.3,7,0.327,1.4,4.5,0.317,1.4,1.9,0.731,0.8,0.8,1.6,2.6,0.7,0,2.7,2.4,Spanish ACB,PG
Quim Colom,SJG,20,15.9,7.4,2.4,6.4,0.367,1.3,3.7,0.342,1.4,1.8,0.8,0.3,1.6,1.9,3.5,0.5,0,1.9,0.7,Spanish ACB,PG
Brandon Brown,PAL,15,20.2,7.2,2.4,6.7,0.36,0.7,3.2,0.208,1.7,2.2,0.788,0.1,0.7,0.9,3.3,0.6,0,2.2,2.6,Spanish ACB,PG
Sergio Llull,RMB,16,17,6.9,2.4,6.6,0.371,1.3,4.3,0.309,0.7,0.9,0.786,0.1,1.3,1.4,2.1,0.7,0.1,0.9,1.6,Spanish ACB,PG
Alex Renfroe,BBB,21,22,6.9,2.4,5.6,0.427,0.7,1.9,0.385,1.4,1.7,0.829,1,3,4,4.7,0.6,0.1,2,2.2,Spanish ACB,PG
Bruno Fitipaldo,TEN,21,20.7,6.7,2.3,5.7,0.412,1.3,3.9,0.346,0.7,0.9,0.833,0.2,0.6,0.8,2.2,1,0.1,1,2.7,Spanish ACB,PG
Daniel Garcia,MAN,16,15.5,6.6,2,5.1,0.395,1.4,3.3,0.415,1.3,1.5,0.833,0.8,0.9,1.6,3.8,0.4,0.1,1,1.3,Spanish ACB,PG
Guillem Vives,JOV,13,22.2,6.5,1.9,4.2,0.455,1.1,2.4,0.452,1.5,1.6,0.952,0.2,2.2,2.4,3,0.8,0,1.2,2.8,Spanish ACB,PG
Fernando Zurbriggen,OBR,21,21.3,6.2,1.8,5.2,0.339,0.7,3,0.242,2,2.4,0.84,0.2,3,3.1,3.3,1.1,0.2,1.7,2.6,Spanish ACB,PG
Ferran Bassas,GCN,19,16.9,6.2,1.8,4.5,0.395,1.3,3.7,0.343,1.4,1.6,0.839,0.2,0.8,1,3.8,0.9,0,1.7,1.6,Spanish ACB,PG
Alexander Kovlyar,OBR,11,14.8,6,2.3,5.5,0.417,0.7,2.5,0.286,0.7,0.8,0.889,0.1,1.2,1.3,1.8,1,0,1.7,2.4,Spanish ACB,PG
Andrew Albicy,GCN,21,24.2,5.7,1.8,5.9,0.309,1,3.7,0.269,1.1,1.3,0.821,0.4,1.3,1.7,4.3,1,0,2,2,Spanish ACB,PG
Iftah Ziv,GRA,7,17.8,5.3,1.4,5.4,0.263,0.4,2.3,0.188,2,2,1,0.4,1.9,2.3,3.1,1,0.3,2.4,2.6,Spanish ACB,PG
Alberto Diaz,UNI,20,19.2,5.1,1.5,3.2,0.476,1,2,0.5,1.1,1.2,0.875,0.6,2.4,2.9,4.2,1.2,0,1,1.6,Spanish ACB,PG
Christian Diaz,GRA,18,12.4,4.7,1.7,3.7,0.47,0.6,1.5,0.37,0.7,0.9,0.813,0.2,0.8,0.9,1,0.3,0,0.8,1.6,Spanish ACB,PG
Sergio Rodriguez,RMB,17,16.1,4.7,1.6,4.1,0.406,1.1,2.5,0.419,0.4,0.4,0.857,0.1,1.6,1.7,4.4,0.4,0,1.5,2.1,Spanish ACB,PG
Chris Chiozza,BASK,11,10.1,2.8,1.1,2.5,0.444,0.4,1.4,0.267,0.3,0.3,1,0.1,0.5,0.5,1.8,0.1,0,1.1,1.4,Spanish ACB,PG
Erik Quintela,BRE,13,11.9,2.5,0.9,2.6,0.353,0,0.8,0,0.6,0.8,0.727,0.3,1.3,1.6,1.2,1,0,1,1.6,Spanish ACB,PG
German Martinez,GRA,13,8.4,2.4,0.8,2.1,0.407,0.4,1.2,0.333,0.3,0.4,0.8,0.1,0.5,0.5,0.5,0.4,0.1,0.8,2,Spanish ACB,PG
Lucas Hernandez Langarita,ZAR,21,11.1,2.2,0.9,3.1,0.277,0.2,1,0.227,0.2,0.6,0.385,0.2,0.6,0.8,1.1,0.6,0,1,1.3,Spanish ACB,PG
Nico Mannion,BASK,12,10.2,2,0.5,3.7,0.136,0.3,2.1,0.12,0.8,1,0.75,0.2,0.5,0.7,2,0.5,0.1,1.7,0.8,Spanish ACB,PG
Pol Figueras,OBR,12,10,1.3,0.4,2.1,0.2,0.1,1.3,0.067,0.3,0.5,0.667,0.3,0.7,1,1,0.3,0,1.3,1,Spanish ACB,PG
Ike Iroegbu,SJG,21,25.4,15.4,4.6,12.8,0.357,2,6.3,0.318,4.2,4.9,0.864,0.6,2.2,2.9,3.3,1,0,2.5,2.2,Spanish ACB,SG
Dylan Ennis,MUR,21,27.3,15,5.6,11.8,0.476,1.5,4.6,0.32,2.3,3.3,0.696,0.7,1.7,2.4,3.5,1.5,0.2,1.9,1.8,Spanish ACB,SG
Joe Thomasson,GRA,20,31.1,14.1,5.2,10.9,0.472,1.4,4.1,0.346,2.4,2.7,0.87,0.5,3,3.4,3.4,1.1,0.3,2.8,2.9,Spanish ACB,SG
Brancou Badio,MAN,21,24.5,13.6,4.6,11.2,0.413,1.7,5.3,0.315,2.7,3.6,0.75,0.9,1.9,2.8,2.5,1.1,0.2,1.6,1.9,Spanish ACB,SG
Andres Feliz,JOV,17,28,13.6,4.8,10.5,0.458,1.3,3.7,0.349,2.6,3.5,0.763,1,3.2,4.2,4.6,0.9,0,2.4,2.5,Spanish ACB,SG
Trae Bell-Haynes,ZAR,20,25,12.4,4.2,8.5,0.497,1.2,2.8,0.418,2.8,3.5,0.8,0.6,2.3,2.8,4.8,1,0.3,2.7,2.2,Spanish ACB,SG
A.J. Slaughter,GCN,21,23.2,12.1,4.1,9.7,0.426,2.1,5.7,0.375,1.7,2.2,0.761,0.3,1.6,2,2.5,0.9,0.1,0.9,1.8,Spanish ACB,SG
Mario Hezonja,RMB,19,22,11.8,4.3,9.1,0.468,1.7,4.2,0.4,1.6,1.9,0.833,0.5,3.8,4.4,1.2,0.9,0.2,1.3,1.3,Spanish ACB,SG
Vanja Marinkovic,BASK,21,23.6,11.5,4.2,9.2,0.454,2.1,5.5,0.388,1,1.4,0.724,0,1.4,1.5,0.7,0.4,0.1,1,2.2,Spanish ACB,SG
Adam Terrell,BBB,21,24.6,11.5,4.1,10.8,0.383,1.7,4.9,0.353,1.5,1.8,0.838,0.1,1.5,1.6,2.8,1.1,0,2.2,1.6,Spanish ACB,SG
Yannick Franke,PAL,18,18.5,11.1,3.1,8.7,0.35,1.6,4.8,0.326,3.4,4,0.847,0.9,2,2.9,0.9,0.4,0,1.4,1.8,Spanish ACB,SG
Stefan Momirov,BRE,21,27.8,10,3.4,9.2,0.368,2.5,6.9,0.366,0.7,0.9,0.737,1,2.1,3.1,1.3,0.6,0,0.9,1.5,Spanish ACB,SG
Codi Miller-McIntyre,BASK,21,28.4,9.5,3.9,8,0.488,0.9,2.8,0.328,0.8,1.3,0.63,0.5,2.5,3,4.8,1.2,0.1,2.2,2.9,Spanish ACB,SG
David Kramer,GRA,20,22,9.4,3.4,8.7,0.387,1.4,4.7,0.287,1.3,2.1,0.619,1,2.3,3.2,0.6,0.9,0.1,1.2,2.5,Spanish ACB,SG
Kassius Robertson,VAL,17,20.5,9.2,2.8,6.4,0.444,2.2,4.9,0.44,1.4,1.6,0.857,0.1,1.1,1.1,1.3,0.5,0.1,1,1.9,Spanish ACB,SG
Kristian Kullamae,BBB,21,18.1,8.9,3.4,8.1,0.415,1.4,4,0.349,0.8,0.9,0.842,0.2,2,2.2,1.6,0.6,0.4,1,1.8,Spanish ACB,SG
Thaddus McFadden,ZAR,11,22,8.8,2.8,7.1,0.397,1.9,5.4,0.356,1.3,1.5,0.875,0,1.2,1.2,1.6,1,0.1,1.5,1.3,Spanish ACB,SG
Nihad Djedovic,UNI,21,17.5,8.4,2.5,5.8,0.434,1,2.8,0.345,2.4,3.4,0.718,0.5,2.5,3,0.9,0.8,0,0.9,1.5,Spanish ACB,SG
Dario Brizuela,FCB,20,17,8,3.4,6.8,0.493,1,2.4,0.404,0.3,0.4,0.75,0.3,1.1,1.4,1.7,0.4,0.1,1.1,1.7,Spanish ACB,SG
Markel Brown,SJG,11,17.7,7.7,2.5,6.5,0.389,1.6,4.6,0.353,1,1.2,0.846,0.4,1.1,1.5,1.5,0.8,0.3,2.5,2.5,Spanish ACB,SG
Tomas Satoransky,FCB,20,22.7,7.4,2.9,5.8,0.5,1,2.5,0.408,0.6,0.9,0.706,0.6,2.7,3.3,4.6,1,0.1,1.8,1.9,Spanish ACB,SG
Fabien Causeur,RMB,18,15.9,7.1,2.6,5.3,0.484,1.1,2.9,0.377,0.9,1,0.889,0.3,1.4,1.7,1.3,0.6,0.2,0.8,1.1,Spanish ACB,SG
Tyler Kalinoski,UNI,21,18.8,7,2.7,6.1,0.434,1.3,3.7,0.346,0.4,0.4,1,0.6,1.4,2,1.6,0.7,0,0.8,1.6,Spanish ACB,SG
Roko Badzim,OBR,11,17.7,6.6,2.3,6.4,0.357,1.3,3.8,0.333,0.8,1.2,0.692,0.4,0.6,1,1.9,0.4,0.4,0.7,2.1,Spanish ACB,SG
Sylven Landesberg,GCN,19,13.7,6.6,2.2,4.9,0.436,0.7,2.1,0.35,1.6,2.1,0.769,0.3,0.9,1.2,0.5,0.5,0.1,0.7,1.8,Spanish ACB,SG
Juan Vaulet,MAN,10,14.6,6.6,2.6,4.7,0.553,0.6,1.3,0.462,0.8,0.9,0.889,1.3,2.1,3.4,0.6,0.6,0.1,0.8,1.5,Spanish ACB,SG
Pau Ribas,JOV,20,17.5,6.3,2.4,5.2,0.456,1.2,3.3,0.369,0.4,0.6,0.667,0.3,1,1.3,2.2,0.7,0,0.9,1.1,Spanish ACB,SG
Sergi Quintela,BRE,21,20.9,6.3,2,5.1,0.38,0.5,1.6,0.333,1.9,2.2,0.848,0.5,1.6,2.1,3.5,1.4,0,1.3,2.1,Spanish ACB,SG
Troy Caupain,MUR,21,17.7,6.2,2.1,5.4,0.395,1.2,2.8,0.424,0.7,1,0.714,0.2,1.6,1.8,2.3,0.5,0,1.3,1.7,Spanish ACB,SG
Chumi Ortega,PAL,21,22.4,6,2.1,4.1,0.506,0.8,2,0.415,1,1.1,0.833,1.7,3.2,4.9,0.8,1.1,0.3,1.2,2.3,Spanish ACB,SG
Andrea Cinciarini,ZAR,12,17.1,5.8,1.8,3.4,0.537,0.5,1.3,0.4,1.7,1.8,0.909,0.3,1.2,1.5,2.8,0.5,0.1,2.7,2.1,Spanish ACB,SG
Ousmane N'Diaye,PAL,13,17.6,5,1.8,4.1,0.434,0.7,2.6,0.265,0.8,1,0.769,1.1,3,4.1,0.2,0.4,0.5,0.9,0.7,Spanish ACB,SG
Elias Valtonen,MAN,18,14.2,4.6,1.6,3.6,0.438,0.5,1.9,0.257,1,1.6,0.643,0.9,1.6,2.5,0.3,0.2,0.4,0.5,1.2,Spanish ACB,SG
Adam Somogyi,AND,20,9.8,4.4,1.7,3.3,0.5,0.6,1.3,0.462,0.5,0.7,0.692,0.3,0.9,1.1,1.6,0.4,0,0.7,0.8,Spanish ACB,SG
David Jelinek,MUR,16,11.1,4.3,1.6,4.3,0.362,0.9,2.9,0.298,0.3,0.3,0.8,0,0.6,0.6,0.9,0.3,0,0.6,1.3,Spanish ACB,SG
Sasu Salin,TEN,20,14.4,4.1,1.4,4.7,0.298,0.9,3.8,0.24,0.4,0.5,0.8,0.2,1.2,1.4,0.7,0.7,0.1,0.7,1,Spanish ACB,SG
Maximo Fjellerup,SJG,17,10.9,3.9,1.5,3.9,0.388,0.4,1.3,0.273,0.5,0.8,0.643,0.4,1.8,2.2,1.1,0.2,0,1.4,1.4,Spanish ACB,SG
Rudy Fernandez,RMB,11,14.4,3.9,1,3.4,0.297,0.8,3.1,0.265,1.1,1.3,0.857,0.2,1.4,1.5,0.8,0.8,0.1,0.5,0.9,Spanish ACB,SG
Stefan Jovic,VAL,17,17.3,3.7,1.4,3.2,0.436,0.2,0.9,0.2,0.7,1.1,0.667,0.1,2.5,2.6,3.3,0.8,0.2,1.4,1.8,Spanish ACB,SG
Augustin Ubal,PAL,14,7.8,3.1,0.8,2.2,0.355,0.2,0.9,0.25,1.4,1.6,0.864,0.1,0.9,1.1,1,0,0.3,0.9,1.3,Spanish ACB,SG
Jovan Kljajic,GCN,14,9.1,2.8,1.1,2.9,0.4,0.1,1.2,0.118,0.4,0.5,0.714,0.1,0.7,0.8,0.4,0.4,0.1,0.6,1.4,Spanish ACB,SG
Albert Ventura,BRE,11,14.8,2,0.6,2.2,0.292,0.2,1.5,0.125,0.5,1.1,0.5,0.7,1.7,2.5,0.7,0.9,0.1,0.5,0.9,Spanish ACB,SG
Manuel Rodriguez,PAL,13,6.7,0.9,0.3,1.2,0.25,0.3,1.1,0.286,0,0,0,0.2,0.5,0.7,0.4,0.2,0.1,0.3,0.5,Spanish ACB,SG
Chima Moneke,BASK,21,24.1,14.6,4.3,8.1,0.529,1.3,2.8,0.475,4.7,5.9,0.798,1.8,5.1,7,1.9,0.8,0.4,1.7,2,Spanish ACB,SF
Devin Robinson,MAN,21,26,14.1,5.4,10.4,0.521,0.7,2.1,0.318,2.6,3.1,0.818,1.2,4.4,5.7,1.3,0.8,1,1.2,2.5,Spanish ACB,SF
Dzanan Musa,RMB,20,20.7,13.7,4.6,8.6,0.532,1.6,4.2,0.386,3,3.6,0.831,0.2,2.5,2.6,1.8,1.1,0.2,1.3,0.7,Spanish ACB,SF
Nicolas Brussino,GCN,21,25.9,13.2,4.3,9.1,0.471,2,5.5,0.374,2.6,3.3,0.771,0.7,4.1,4.8,2.1,1.3,0.5,1.7,2.6,Spanish ACB,SF
Santiago Yusta,ZAR,18,26,12.7,4.3,9.2,0.47,1.7,4.4,0.388,2.3,2.9,0.808,0.6,3.1,3.7,1.8,1.4,0.2,2.1,2.4,Spanish ACB,SF
Vitor Benite,PAL,20,23.1,12.1,3.9,10.1,0.383,2,5.4,0.37,2.4,3,0.814,0.5,1.9,2.4,1.6,0.2,0,1,2.4,Spanish ACB,SF
Thomas Scrubb,OBR,21,31.2,11.7,4.3,8.7,0.497,1.1,3.1,0.354,2,2.4,0.804,1.7,4.2,5.9,1.5,1.5,0.3,1,2,Spanish ACB,SF
Semi Ojeleye,VAL,17,20.7,10.8,3.6,6.9,0.517,1.3,2.9,0.449,2.4,3.2,0.741,1.5,1.8,3.3,0.6,0.8,0.1,0.8,1.6,Spanish ACB,SF
Kameron Taylor,UNI,21,18.4,9.3,3.8,7.2,0.526,0.9,1.8,0.474,0.9,1.3,0.667,0.9,2.7,3.5,2.4,1.1,0.3,1.3,1.7,Spanish ACB,SF
Yves Pons,SJG,20,24.1,9.2,3.2,7.7,0.418,1.8,4.6,0.396,1,1.6,0.645,1.2,4,5.2,0.5,0.6,0.8,1.1,1.7,Spanish ACB,SF
Matas Jogela,BRE,20,21,8.2,3,8,0.377,0.9,3.5,0.246,1.4,1.8,0.771,0.9,2.5,3.4,1.5,0.7,0.5,1.5,1.4,Spanish ACB,SF
Rodions Kurucs,MUR,20,21.3,7.2,2.7,5.8,0.47,0.5,1.9,0.263,1.3,2,0.625,1.1,2.9,3.9,1.5,1.4,0.3,1.8,3.5,Spanish ACB,SF
Alex Abrines,FCB,13,16.6,6.9,2.3,4.5,0.508,1.7,3.3,0.512,0.6,0.8,0.727,0.5,2,2.5,0.6,0.3,0.1,0.4,1.7,Spanish ACB,SF
Stan Okoye,AND,13,20.4,6.8,2.8,7.6,0.364,1.2,4.2,0.278,0.2,0.3,0.5,0.8,2.3,3.1,0.7,0.8,0,0.8,1.8,Spanish ACB,SF
Pep Busquets,JOV,20,19.9,6.6,2.4,5.2,0.456,0.9,2.8,0.309,1.1,1.4,0.75,1.2,2.4,3.5,0.8,1,0.4,0.5,2.8,Spanish ACB,SF
Howard Sant-Roos,MUR,21,25.1,6.2,1.7,5.3,0.315,0.4,2.1,0.205,2.4,2.9,0.836,0.4,3.4,3.8,3.1,1.5,0.5,1.6,1.8,Spanish ACB,SF
Elgin Cook,TEN,18,18.2,6.1,1.9,3.9,0.493,0.6,1.4,0.4,1.6,2.3,0.69,0.8,1.7,2.4,0.7,0.4,0.3,0.7,2.3,Spanish ACB,SF
Travante Williams,MAN,21,17.7,6,1.8,5.7,0.319,1.2,3.8,0.316,1.1,1.6,0.706,1.3,1.9,3.1,1.2,0.8,0.4,1.2,2.7,Spanish ACB,SF
Anthony Polite,BRE,16,16.4,5.9,2.1,4.9,0.436,0.8,1.9,0.387,0.9,1.3,0.667,1.3,2.1,3.4,0.6,0.6,0.1,0.6,1.6,Spanish ACB,SF
Alex Reyes,BBB,20,14.9,5.6,1.8,5,0.364,1,3.4,0.294,1,1.3,0.76,0.7,1.7,2.4,0.4,0.6,0,0.8,1.1,Spanish ACB,SF
Joan Sastre,TEN,20,18.1,5.6,2,3.8,0.526,1.1,2.4,0.458,0.5,0.6,0.818,0.6,1.3,1.9,0.8,1,0.2,0.4,1.2,Spanish ACB,SF
Alberto Abalde,RMB,20,16.7,5.5,2.1,4.1,0.5,1.1,2.6,0.431,0.3,0.4,0.857,0.4,2.6,2.9,1.9,0.5,0.1,0.7,2.1,Spanish ACB,SF
Melvin Ejim,UNI,21,12.9,5.5,2,3.9,0.506,0.4,1,0.364,1.2,1.4,0.862,0.6,1.8,2.4,0.5,0.4,0.3,1.1,1.9,Spanish ACB,SF
Nikos Rogkavopoulos,BASK,14,15.4,5.4,1.7,4.3,0.4,0.9,2.6,0.351,1.1,1.4,0.789,1,2.3,3.3,0.6,0.7,0,0.6,1.8,Spanish ACB,SF
Josep Puerto,VAL,21,14.5,5.3,1.8,4.2,0.427,0.8,2.1,0.386,0.9,1,0.857,0.5,1.3,1.8,0.6,0.5,0,0.4,1.3,Spanish ACB,SF
Rafa Luz,AND,17,22.6,4.8,1.7,4.1,0.414,0.5,1.8,0.3,0.9,1.2,0.714,0.7,2,2.7,4.2,1.2,0.1,1.6,2.5,Spanish ACB,SF
Jonathan Barreiro,UNI,11,15,4.5,1.6,3.5,0.474,0.9,2.1,0.435,0.4,0.6,0.571,0.5,2.5,3,0.8,0.2,0.1,0.5,1.2,Spanish ACB,SF
Matej Rudan,BRE,21,13.4,4.4,1.5,3.3,0.443,0.1,1.2,0.115,1.3,1.9,0.675,0.8,1.3,2,0.8,0.1,0.1,0.7,2.5,Spanish ACB,SF
Alvaro Munoz,OBR,20,13.3,4.3,1.4,3.4,0.418,0.7,2.1,0.317,0.8,1,0.842,0.5,1.5,2,1.2,0.3,0.1,0.8,1.8,Spanish ACB,SF
Pere Tomas,GRA,21,15.6,4.1,1.6,3.6,0.44,0.7,2.1,0.318,0.3,0.7,0.467,1,1.7,2.7,0.4,0.4,0.1,0.5,1.6,Spanish ACB,SF
Oscar da Silva,FCB,21,15,4.1,1.7,3,0.565,0.4,1,0.381,0.4,0.8,0.563,0.6,1.7,2.3,0.4,0.6,0.4,0.6,2,Spanish ACB,SF
Mathieu Kamba,PAL,21,18.9,3.6,1.3,3,0.429,0.8,2.1,0.386,0.2,0.2,0.8,1,1.9,2.9,1,0.8,0.2,0.5,1.2,Spanish ACB,SF
Xavi Rabaseda,BBB,21,18.5,3.2,1.3,2.9,0.45,0.3,1.4,0.207,0.3,0.9,0.368,0.6,2.6,3.2,1,1.2,0.3,1.2,1.7,Spanish ACB,SF
Miguel Gonzalez,ZAR,21,18.4,3.1,1.2,2.9,0.417,0.4,1.5,0.29,0.3,0.3,0.857,0.8,2.3,3.1,0.6,0.9,0.1,0.2,1.2,Spanish ACB,SF
Hugo Gonzalez Pena,RMB,10,5.7,3,0.8,1.6,0.5,0.3,0.9,0.333,1.1,1.2,0.917,0.1,0.7,0.8,0.3,0.2,0,0.5,0.9,Spanish ACB,SF
Victor Claver,VAL,13,14.3,2.7,0.8,2.8,0.297,0.4,1.8,0.217,0.6,0.6,1,0.5,1.6,2.1,0.5,0.3,0.2,0.3,0.8,Spanish ACB,SF
Juan Rubio,AND,16,11.2,2.5,0.9,2.4,0.359,0.6,1.8,0.321,0.2,0.4,0.5,0.6,0.6,1.3,0.4,0.6,0,0.6,1.6,Spanish ACB,SF
Daniel Diez,BASK,18,12.7,2.4,0.9,2,0.444,0.5,1.4,0.346,0.1,0.2,0.5,0.6,1.3,1.9,0.3,0.6,0.1,0.2,0.7,Spanish ACB,SF
Jordi Rodriguez,JOV,13,7.6,2.1,0.7,2.2,0.321,0.5,1.7,0.318,0.2,0.2,0.667,0.3,0.6,0.9,0.5,0.1,0,0.3,0.5,Spanish ACB,SF
Sander Raieste,BASK,18,8.7,1.7,0.7,1.5,0.481,0.2,0.6,0.3,0.1,0.2,0.667,0.5,0.5,1,0.4,0.3,0,0.3,1.5,Spanish ACB,SF
Edgar Vicedo,TEN,13,5.8,1.1,0.4,0.8,0.5,0.2,0.2,0.667,0.2,0.2,1,0.3,0.4,0.7,0.2,0.2,0.2,0.3,0.5,Spanish ACB,SF
Deshaun Thomas,JOV,11,24.8,15,5,10.5,0.474,1.8,5,0.364,3.2,4.3,0.745,1.4,1.9,3.3,0.9,0.9,0.5,0.6,1.8,Spanish ACB,PF
"Kwan Cheatham, Jr.",GRA,21,31.4,13.3,5,11.4,0.433,2.7,6.9,0.386,0.8,1,0.727,1.2,4,5.2,1.4,1,0.2,1.3,2,Spanish ACB,PF
Mitchell Watt,ZAR,16,22.2,12.4,5.1,8.6,0.599,0.3,0.7,0.364,1.9,3,0.646,0.8,3.1,3.9,0.9,0.5,1.2,1.8,2.9,Spanish ACB,PF
Sacha Killeya-Jones,BBB,20,22.4,11.7,4.7,9.3,0.5,0.3,0.6,0.417,2.2,3.5,0.614,2.2,2.7,4.9,1.1,0.7,1.7,1.9,1.9,Spanish ACB,PF
Guerschon Yabusele,RMB,11,20.2,11.1,3.8,7.1,0.538,1.7,3.8,0.452,1.7,2.5,0.704,0.7,1.7,2.5,1.3,0.5,0.2,1.2,1.5,Spanish ACB,PF
Jabari Parker,FCB,21,20.5,10.6,3.8,8,0.476,1.4,3.5,0.392,1.6,1.8,0.868,0.7,2.1,2.8,0.8,0.5,0.4,1,2.1,Spanish ACB,PF
Tres Tinkle,OBR,21,24.2,9.2,3.1,7.4,0.426,1,3.6,0.289,1.9,2.2,0.87,1.5,3.4,4.9,0.8,1.1,0.3,1,2.5,Spanish ACB,PF
Gyorgy Goloman,SJG,21,19.5,8.9,3.2,6,0.532,0.4,1.4,0.31,2,3,0.683,1.4,2.3,3.8,1,0.8,0.8,1,3.6,Spanish ACB,PF
Juan Francisco Fernandez,BRE,21,20.3,8.5,2.9,6.5,0.441,0.5,1.7,0.286,2.3,3.5,0.658,1.5,3.5,5,1.1,0.4,0.8,1.7,2.5,Spanish ACB,PF
