name,img_url,age,height,weight,nationality
Tadas Kararinas,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Kararinas_Tadas_drex17.jpg,25,6-10,210,Lithuania
Matas Maciulionis,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,6-9,202,Lithuania
James Batemon,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Batemon_James_lmu17.jpg,26,6-1,189,United States
Xavier Munford,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Munford_Xavier_lac1617.jpg,31,6-3,180,United States
Kasey Shepherd,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Shepherd_Kasey_ncaa.jpg,29,6-3,178,United States
Nick Johnson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Johnson_Nick_sas_18.jpg,31,6-3,200,United States
Roi Huber,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-1,168,Israel
Grant Sherfield,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Sherfield_Grant_22w.jpg,24,6-2,228,United States
Alex Hamilton,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hamilton_Alex_gsw17.jpg,30,6-4,195,United States
Marcus Carr,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Carr_Marcus_22w.jpg,24,6-2,175,Canada
Jordan Cohen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cohen_Jordan_leh1617.jpg,26,6-2,185,United States
Speedy Smith,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smith_Kenneth_ncaa_lt30480.jpg,31,6-3,180,United States
Cam Shelton,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Shelton_Cameron_nau18.jpg,24,6-2,185,United States
C.J. Harris,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Harris_C.J._ncaa_wf.jpg,32,6-3,190,United States
Tamir Blatt,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Blatt_Tamir_euro21.jpg,26,6-3,180,Israel
Ron Zipper,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,N/A,N/A,Israel
Yair Kravits,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-4,190,Israel
Itay Shneider,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,17,N/A,N/A,Israel
Guy Palatin,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,N/A,N/A,Israel
Moriel Lutaty,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,N/A,N/A,Israel
Koren Jorno,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,5-9,180,Israel
Ido Harel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,20,N/A,N/A,Israel
Neta Segal,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,N/A,N/A,Scotland/Israel
Jordan Coblin,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Coblin_Jordan_fw1617.jpg,26,6-1,185,United States
Gil Beni,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-2,174,Israel
Ryan Boatright,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Boatright_Ryan_bkn1516.jpg,31,5-11,175,United States/Armenia
Yahel Peleg,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,N/A,N/A,Israel
Jon Davis,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Davis_Jon_char.jpg,27,6-2,193,United States
James Feldeine,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Feldeine_James_ACB.jpg,35,6-4,190,United States/Dominican Republic
Levi Randolph,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Randolph_Levi_cle20.jpg,31,6-5,208,United States
Lorenzo Brown,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Brown_Lorenzo_21unics.jpg,33,6-5,189,United States/Spain
Isaiah Whitehead,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Whitehead_Isaiah_bkn17.jpg,28,6-4,213,United States
Brynton Lemar,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lemar_Brynton_ncaaucd.jpg,29,6-4,195,United States
Gerald Hannahs,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hannahs_Dusty_ncaa_12.jpg,30,6-3,210,United States
Bar Timor,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-3,187,Israel
Sacar Anim,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Anim_Sacar_marq.jpg,26,6-5,210,United States
Drew Crawford,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Crawford_Drew_tor1617.jpg,33,6-5,215,United States
Demonte Harper,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Harper_Demonte_POR.jpg,34,6-4,195,United States
Raz Adam,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,N/A,N/A,Israel
Adam Ariel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-5,187,Israel
Adrian Banks,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Banks_Adrian_ncaa.jpg,38,6-3,194,United States
Spencer Weisz,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Weisz_Spencer_ncaaprin.jpg,28,6-4,209,United States/Israel
Yovel Zoosman,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Zoosman_Yovel_19.jpg,25,6-7,198,Israel
Frederic Bourdillon,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,32,6-4,190,France
Ethan Burg,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,N/A,N/A,Israel
Zuf Ben,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-4,190,Israel
Karam Mashour,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mashour_Karam_ncaa_unlb.jpg,32,6-6,210,Israel
Roy Paretsky,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,6-5,198,Israel
Sandy Cohen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cohen_Sandy_marq.jpg,28,6-6,200,United States
Or Ashkenazi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,20,N/A,N/A,Israel
Daniel Rosenbaum,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-5,205,United States
Yehonatan Sela,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,19,N/A,N/A,Israel
Roman Sorkin,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Sorkin_Roman_or.jpg,27,6-10,225,Belarus/Israel
Justin Smith,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smith_Justin_iu17.jpg,24,6-6,215,United States
Rawle Alkins,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Alkins_Rawle_nop20.jpg,26,6-5,225,United States
Egor Koulechov,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Koulechov_Egor_ncaaazst.jpg,29,6-5,205,Russia/Israel
Deishuan Booker,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Booker_Deishuan_lb17.jpg,27,6-3,170,United States
Lior Carreira,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-6,222,Israel
Chris Johnson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Johnson_Chris_hou17.jpg,33,6-6,206,United States
Cassius Stanley,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Stanley_Cassius_ind20.jpg,24,6-5,190,United States
Noam Avivi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-9,224,Israel
Amit Gershon,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Gershon_Amit_21.jpg,28,6-3,194,Israel
Netanel Artzi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-6,196,Israel
J.P. Tokoto,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Tokoto_Jp_nyk1617.jpg,30,6-6,200,United States/Cameroon
Bonzie Colson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Colson_Bonzie_cle_18.jpg,28,6-5,225,United States
Ben Saraf,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,17,N/A,N/A,Israel
Lucas Goldenberg,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,N/A,N/A,Argentina
Or Cornelius,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-6,198,Israel
Joaquin Szuchman,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-3,190,Argentina/Israel
Willy Workman,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,33,6-6,195,United States
Gur Lavy,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,22,N/A,N/A,Israel
J.J. Kaplan,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-5,210,United States
Yahel Melamed,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,N/A,N/A,Israel
Marcellus Earlington,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Earlington_Marcellus_sj18.jpg,23,6-6,240,United States
Amin Stevens,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Stevens_Amin_ncaa_famu.jpg,33,6-6,215,United States
JaKeenan Gant,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Gant_JaKeenan_ind19.jpg,27,6-8,220,United States
Isaiah Miles,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Miles_Isaiah_phi19.jpg,29,6-8,220,United States
John Holland,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Holland_John_cle_18.jpg,35,6-5,205,United States/Puerto Rico
Tomer Ginat,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-6,215,Israel
Shawn Dawson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Dawson_Shawn_euro.jpg,30,6-6,205,Israel
Lotan Amsalem,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,22,N/A,N/A,Israel
Itay Segev,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,6-9,188,Israel
James Webb,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Webb_James_phi1617.jpg,30,6-9,202,United States
Josh Nebo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Nebo_Josh_sfpa.jpg,26,6-9,244,United States
Jimmy Hall,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hall_Jimmy_ncaahof.jpg,29,6-8,235,United States
Oz Blayzer,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-7,208,Israel
Adonis Thomas,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Thomas_Adonis_det1516.jpg,30,6-6,235,United States
Marvin Clark,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Clark_Marvin_micst.jpg,29,6-7,230,United States
Vince Edwards,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Edwards_Vincent_hou_18.jpg,27,6-8,225,United States
Ira Lee,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lee_Ira_az17.jpg,25,6-8,245,United States
Liav Bokobza,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,18,N/A,N/A,Israel
Yariv Amiram,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,N/A,N/A,Israel
Nir Shefer,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,20,N/A,N/A,Israel
Jasiel Rivero,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,6-9,220,Cuba
Kyle Alexander,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Alexander_Kyle_mia19.jpg,27,6-10,216,Canada
Idan Zalmanson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,6-10,250,Israel
Yanick Moreira,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Moreira_Yannick_tor1617.jpg,32,6-11,220,Angola
Yotam Hanochi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,6-10,218,Israel
Zach Hankins,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hankins_Zach_xav18.jpg,27,7-0,245,United States
Reggie Lynch,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lynch_Reggie_ncaaill.jpg,29,6-10,260,United States
Akia Pruitt,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-7,210,United States
Andrew Smith,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smith_Andrew_ncaa_lib.jpg,31,6-9,220,United States
Tomer Porat,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-7,196,Israel
Jackson Stormo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Stormo_Jackson_pep18.jpg,24,6-9,260,United States
Gabriel Chachashvili,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-10,220,Israel
Miron Ruina,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-8,227,Finland/Israel
Benayu Sror,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,N/A,N/A,Israel
Gilad Levy,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Levy_Gilad_23.jpg,21,N/A,N/A,Israel
Tomer Levinson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,6-9,205,Israel
T.J. Shorts,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Shorts_TJ_ucd17.jpg,26,5-9,160,United States/North Macedonia
Nadir Hifi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hifi_Nadir_23.jpg,21,6-3,180,Algeria
Phil Booth,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Booth_Phil_was19.jpg,28,6-2,190,United States
Aleksej Nikolic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Nikolic_Aleksej_fiba23.jpg,28,6-3,185,Slovenia
Jordan Theodore,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Theodore_Jordan_ncaa_sh.jpg,34,6-1,175,United States/North Macedonia
Justin Bibbins,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bibbins_Justin_lbsu.jpg,28,5-8,150,United States
Trevor Hudgins,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hudgins_Trevor_hou23.jpg,24,6-0,180,United States
Elie Okobo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Okobo_Elie_phx19.jpg,26,6-3,190,France
David Holston,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,38,5-8,160,United States
Mike James,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/James_Mike_phx17.jpg,33,6-1,190,United States
Loren Cristian,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Jackson_Loren_lbsu.jpg,27,5-8,150,United States
Tyree Appleby,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Appleby_Ty_csu17.jpg,25,6-1,165,United States
Benjamin Sene,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Sene_Benjamin_LNB.jpg,29,6-1,180,France
Antoine Eito,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Eito_Antoine_LNB.jpg,35,6-1,183,France
Tobin Carberry,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,32,6-3,175,United States
Edon Maxhuni,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Maxhuni_Edon_lbsu17.jpg,25,6-2,185,Finland
Paris Lee,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lee_Paris_ncaaill.jpg,28,6-0,185,United States
Michael Stockton,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,34,6-1,170,United States
Matthew Strazel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Strazel_Matthew_22.jpg,21,6-0,178,France
Robert Turner,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Turner_Robert_ncaatxtch.jpg,30,6-3,180,United States
Jordan Bowden,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bowden_Jordan_ten.jpg,27,6-5,193,United States
D.J. Cooper,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cooper_D.J.__ncaa_oh.jpg,33,5-11,173,United States
Abdoulaye N'Doye,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Ndoye_Abdoulaye_18.jpg,25,6-7,183,France
Kameron McGusty,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/McGusty_Kameron_22w.jpg,26,6-5,190,United States
Tyger Campbell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Campbell_Tyger_ucla18.jpg,24,5-11,180,United States
Ahmad Caver,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Caver_Ahmad_odu.jpg,27,6-2,175,United States
Gerald Ayayi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,22,6-5,185,France
Enzo Goudou-Sinha,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-0,170,France
T.J. Campbell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Campbell_TJ_dleague.jpg,36,5-9,190,United States
Antoine Diot,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Diot_Antoine_euro.jpg,35,6-4,188,France
Lucas Boucaud,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,N/A,N/A,France
Timothe Vergiat,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Vergiat_Timothe_22.jpg,25,6-1,176,France
E.J. Rowland,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Rowland_EJ_euro.jpg,40,6-3,205,United States/Bulgaria
Axel Julien,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-1,183,France
Nathan De,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Desousa_Nathan_21.jpg,20,6-2,192,France
Mehdy Ngouama,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Ngouama_-Mehdy_22.jpg,28,6-2,175,France
Jean-Baptiste Maille,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,6-2,180,France
Noam Yaacov,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Yaacov_Noam_euro21.jpg,19,N/A,N/A,Denmark/Israel
Jonathan Rousselle,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,34,6-3,185,France
Illan Pietrus,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,18,N/A,N/A,France
Matthieu Missonnier,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Missonnier_Matthieu_23.jpg,26,N/A,N/A,France
Gregor Hrovat,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hrovat_Gregor_21.jpg,29,6-5,192,Slovenia
Milan Barbitch,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,22,6-5,200,France
Johnny Berhanemeskel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Berhanemeskel_Johnny_can18.jpg,31,6-1,174,Canada/Eritrea
Nando De,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/DeColo_Nando_sas_1314.jpg,36,6-5,195,France
Cameron Hunt,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-3,175,United States
